Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	RNA-seqG
Chr15:34551737-34565338	15	34551737	34565338	-	null					Not found	0	1.8338937
Chr15:34563916-34566723	15	34563916	34566723	+	null					Not found	0	6.8338
Chr15:36746057-36757158	15	36746057	36757158	+	null					Not found	0	0.269684
Chr15:36775790-36785841	15	36775790	36785841	+	null					Not found	0	0.30290627
Chr15:36787907-36804297	15	36787907	36804297	+	null					Not found	0	0.18150133
Chr15:36809419-36897750	15	36809419	36897750	-	null					Not found	0	0.14434808
Chr15:36897995-36911128	15	36897995	36911128	-	null					Not found	0	0.30110103
Chr15:36918907-36946683	15	36918907	36946683	-	null					Not found	0	1.4091682
Chr15:36946719-36948760	15	36946719	36948760	+	null					Not found	0	0.67456716
Chr15:36949642-36954118	15	36949642	36954118	+	null					Not found	0	0.44851717
Chr15:36954333-36958830	15	36954333	36958830	+	null					Not found	0	0.4454823
Chr15:36958955-37030225	15	36958955	37030225	+	null					Not found	0	1.1699317
Chr15:37039497-37061819	15	37039497	37061819	+	null					Not found	0	2.458293
Chr15:37156257-37230432	15	37156257	37230432	-	null					Not found	0	2.4362957
Chr15:37543785-37663526	15	37543785	37663526	+	null					Not found	0	0.059444193
Chr15:37691366-37784387	15	37691366	37784387	-	null					Not found	0	0.29634118
Chr15:37790828-37812759	15	37790828	37812759	-	null					Not found	0	1.3344635
Chr15:37813129-37830107	15	37813129	37830107	+	null					Not found	0	0.7424861
Chr15:37837028-37926705	15	37837028	37926705	+	null					Not found	0	0.5802403
Chr15:37943622-37995701	15	37943622	37995701	+	null					Not found	0	0.8502697
Chr15:38069362-38078893	15	38069362	38078893	-	null					Not found	0	5.203902
Chr15:38077997-38096794	15	38077997	38096794	+	null					Not found	0	0.73153454
Chr15:38079016-38081489	15	38079016	38081489	-	null					Not found	0	2.846319
Chr15:38106166-38165623	15	38106166	38165623	+	null					Not found	0	1.294045
Chr15:38191512-38276138	15	38191512	38276138	+	null					Not found	0	1.0464479
Chr15:38341100-38389241	15	38341100	38389241	-	null					Not found	0	0.38022628
Chr15:39622600-39666717	15	39622600	39666717	-	null					Not found	0	1.1981025
Chr15:39712666-39744909	15	39712666	39744909	+	null					Not found	0	0.27397284
Chr15:39745198-39849137	15	39745198	39849137	-	null					Not found	0	0.2602867
Chr15:39849966-39851837	15	39849966	39851837	-	null					Not found	0	0.25883892
Chr15:39865127-39894069	15	39865127	39894069	+	null					Not found	0	0.863681
Chr15:39944526-39949926	15	39944526	39949926	-	null					Not found	0	0.9265245
Chr15:39955699-40466850	15	39955699	40466850	+	null					Not found	0	0.5189674
Chr15:40512001-40545885	15	40512001	40545885	+	null					Not found	0	4.7255936
Chr15:40558986-40597947	15	40558986	40597947	-	null					Not found	0	2.5945342
Chr15:40598075-40599906	15	40598075	40599906	-	null					Not found	0	3.1438556
Chr15:40665042-40674910	15	40665042	40674910	-	null					Not found	0	15.219041
Chr15:40677318-40684611	15	40677318	40684611	+	null					Not found	0	0.2570206
Chr15:40937727-41059033	15	40937727	41059033	-	null					Not found	0	0.22223763
Chr15:41064642-41066629	15	41064642	41066629	-	null					Not found	0	4.8332033
Chr15:41084228-41192597	15	41084228	41192597	-	null					Not found	0	0.32222095
Chr15:41247372-41338249	15	41247372	41338249	+	null					Not found	0	0.41797858
Chr15:41448167-41530382	15	41448167	41530382	-	null					Not found	0	3.0516899
Chr15:41668442-41691460	15	41668442	41691460	+	null					Not found	0	0.11931311
Chr15:41696369-41770212	15	41696369	41770212	+	null					Not found	0	2.1138031
Chr15:41863383-41864805	15	41863383	41864805	+	null					Not found	0	1.7828476
Chr15:41865604-41890751	15	41865604	41890751	+	null					Not found	0	1.1979687
Chr15:41927248-41945583	15	41927248	41945583	-	null					Not found	0	1.628024
Chr15:41952815-41954593	15	41952815	41954593	+	null					Not found	0	1.2869191
Chr15:41956881-41960414	15	41956881	41960414	+	null					Not found	0	1.1531603
Chr15:41961806-41963739	15	41961806	41963739	+	null					Not found	0	1.5185635
Chr15:41965750-41966762	15	41965750	41966762	+	null					Not found	0	1.3493451
Chr15:41967947-41982270	15	41967947	41982270	+	null					Not found	0	0.86932486
Chr15:41982587-42008036	15	41982587	42008036	-	null					Not found	0	0.6401812
Chr15:42000119-42001347	15	42000119	42001347	+	null					Not found	0	1.2464838
Chr15:42006783-42008341	15	42006783	42008341	+	null					Not found	0	1.5621731
Chr15:42008785-42015612	15	42008785	42015612	+	null					Not found	0	1.616382
Chr15:42015777-42017846	15	42015777	42017846	+	null					Not found	0	1.4821686
Chr15:42489839-42490878	15	42489839	42490878	-	null					Not found	0	0.315354
Chr15:42492346-42500285	15	42492346	42500285	-	null					Not found	0	0.39014003
Chr15:42510183-42514866	15	42510183	42514866	+	null					Not found	0	0.20689431
Chr15:42522129-42555290	15	42522129	42555290	-	null					Not found	0	1.1754279
Chr15:42606927-42621760	15	42606927	42621760	+	null					Not found	0	0.14734724
Chr15:42653104-42665851	15	42653104	42665851	-	null					Not found	0	3.89225
Chr15:42757260-42794186	15	42757260	42794186	+	null					Not found	0	0.21665195
Chr15:42827319-42947753	15	42827319	42947753	+	null					Not found	0	0.5238375
Chr15:42960295-42978072	15	42960295	42978072	-	null					Not found	0	12.567833
Chr15:43007906-43026126	15	43007906	43026126	-	null					Not found	0	12.0044775
Chr15:43299750-43392781	15	43299750	43392781	-	null					Not found	0	0.046147656
Chr15:43393120-43395048	15	43393120	43395048	-	null					Not found	0	1.1221305
Chr15:43395341-43397901	15	43395341	43397901	-	null					Not found	0	1.2227906
Chr15:43404618-43405804	15	43404618	43405804	-	null					Not found	0	1.2068073
Chr15:43473535-43581891	15	43473535	43581891	+	null					Not found	0	20.048422
Chr15:43582014-43592279	15	43582014	43592279	-	null					Not found	0	8.870349
Chr15:43643894-43667102	15	43643894	43667102	+	null					Not found	0	5.084908
Chr15:43673884-43733182	15	43673884	43733182	+	null					Not found	0	2.3186345
Chr15:44366113-44369681	15	44366113	44369681	+	null					Not found	0	0.46539643
Chr15:44385759-44410458	15	44385759	44410458	+	null					Not found	0	0.15402552
Chr15:44421535-44438781	15	44421535	44438781	-	null					Not found	0	0.39540914
Chr15:44798395-44800506	15	44798395	44800506	+	null					Not found	0	55.345623
Chr15:44799327-44804562	15	44799327	44804562	-	null					Not found	0	56.34515
Chr15:44855310-44860612	15	44855310	44860612	+	null					Not found	0	21.225868
Chr15:44859446-44888491	15	44859446	44888491	-	null					Not found	0	4.534746
Chr15:45360540-45375922	15	45360540	45375922	+	null					Not found	0	0.18981826
Chr15:45422046-45464835	15	45422046	45464835	-	null					Not found	0	0.19210944
Chr15:45712850-45780387	15	45712850	45780387	-	null					Not found	0	0.45223954
Chr15:45856983-45928026	15	45856983	45928026	+	null					Not found	0	0.65868706
Chr15:46008718-46134280	15	46008718	46134280	-	null					Not found	0	0.2754376
Chr15:46316742-46337613	15	46316742	46337613	-	null					Not found	0	7.721215
Chr15:46335149-46337008	15	46335149	46337008	+	null					Not found	0	32.57271
Chr15:46337150-46367318	15	46337150	46367318	+	null					Not found	0	8.157341
Chr15:46613877-46643768	15	46613877	46643768	-	null					Not found	0	0.6735251
Chr15:46693405-46719414	15	46693405	46719414	+	null					Not found	0	6.086717
Chr15:47143243-47207027	15	47143243	47207027	-	null					Not found	0	4.4729133
Chr15:47211590-47270266	15	47211590	47270266	-	null					Not found	0	0.24806036
Chr15:47431835-47433535	15	47431835	47433535	+	null					Not found	0	1.3820052
Chr15:47433833-47675414	15	47433833	47675414	+	null					Not found	0	0.2564785
Chr15:47961109-47967558	15	47961109	47967558	-	null					Not found	0	8.355437
Chr15:48031122-48192909	15	48031122	48192909	-	null					Not found	0	0.23177488
Chr15:48194714-48327143	15	48194714	48327143	+	null					Not found	0	1.3419489
Chr15:48327608-48410943	15	48327608	48410943	-	null					Not found	0	0.1646559
Chr15:48427704-48464761	15	48427704	48464761	+	null					Not found	0	1.8592125
Chr15:48592062-48670295	15	48592062	48670295	+	null					Not found	0	4.835786
Chr15:48674420-48723351	15	48674420	48723351	-	null					Not found	0	0.20937835
Chr15:48789366-48797537	15	48789366	48797537	-	null					Not found	0	0.26669127
Chr15:48800668-48802895	15	48800668	48802895	-	null					Not found	0	1.5859929
Chr15:48805888-48832929	15	48805888	48832929	+	null					Not found	0	0.4657191
Chr15:48942873-49005041	15	48942873	49005041	+	null					Not found	0	1.9767883
Chr15:50891405-50902166	15	50891405	50902166	-	null					Not found	0	0.5450046
Chr15:51196310-51222856	15	51196310	51222856	+	null					Not found	0	0.21536238
Chr15:51223021-51253984	15	51223021	51253984	-	null					Not found	0	2.6026049
Chr15:51368945-51376298	15	51368945	51376298	+	null					Not found	0	3.7996852
Chr15:51385384-51400567	15	51385384	51400567	+	null					Not found	0	5.621885
Chr15:51465189-51485689	15	51465189	51485689	+	null					Not found	0	2.7470572
Chr15:51756965-51762922	15	51756965	51762922	-	null					Not found	0	10.068926
Chr15:51779864-51818637	15	51779864	51818637	-	null					Not found	0	0.46756157
Chr15:51818904-51834040	15	51818904	51834040	+	null					Not found	0	7.23806
Chr15:51859047-51873612	15	51859047	51873612	+	null					Not found	0	0.524405
Chr15:51879815-51881829	15	51879815	51881829	+	null					Not found	0	0.42108452
Chr15:51891523-51968012	15	51891523	51968012	+	null					Not found	0	0.70708746
Chr15:51982928-52029765	15	51982928	52029765	+	null					Not found	0	0.6550879
Chr15:52058035-52059354	15	52058035	52059354	+	null					Not found	0	0.3414331
Chr15:52129394-52134211	15	52129394	52134211	+	null					Not found	0	5.7540116
Chr15:52166437-52210739	15	52166437	52210739	+	null					Not found	0	0.7071864
Chr15:52220938-52227597	15	52220938	52227597	-	null					Not found	0	0.71356815
Chr15:52249456-52250706	15	52249456	52250706	-	null					Not found	0	0.24355954
Chr15:52265691-52268703	15	52265691	52268703	-	null					Not found	0	2.1714025
Chr15:52271786-52288882	15	52271786	52288882	+	null					Not found	0	1.4737332
Chr15:52292765-52319202	15	52292765	52319202	+	null					Not found	0	2.6599905
Chr15:52356843-52442975	15	52356843	52442975	+	null					Not found	0	1.3850181
Chr15:52557079-52648954	15	52557079	52648954	-	null					Not found	0	0.21629971
Chr15:54378885-54528518	15	54378885	54528518	+	null					Not found	0	0.65903956
Chr15:55034019-55074900	15	55034019	55074900	-	null					Not found	0	0.89321965
Chr15:55081587-55209060	15	55081587	55209060	+	null					Not found	0	0.6728847
Chr15:55254709-55277743	15	55254709	55277743	+	null					Not found	0	8.310201
Chr15:55406550-55416784	15	55406550	55416784	-	null					Not found	0	1.3539016
Chr15:55419111-55421925	15	55419111	55421925	+	null					Not found	0	0.67499083
Chr15:55461674-55516949	15	55461674	55516949	-	null					Not found	0	1.5086615
Chr15:56665290-56735306	15	56665290	56735306	-	null					Not found	0	0.30286622
Chr15:56756844-56776533	15	56756844	56776533	-	null					Not found	0	1.8290004
Chr15:56783865-56970253	15	56783865	56970253	+	null					Not found	0	0.27246392
Chr15:57340581-57388979	15	57340581	57388979	-	null					Not found	0	0.7735521
Chr15:57389338-57397035	15	57389338	57397035	-	null					Not found	0	1.5953261
Chr15:57398057-57405205	15	57398057	57405205	-	null					Not found	0	1.1181926
Chr15:57505377-57568142	15	57505377	57568142	-	null					Not found	0	0.112663165
Chr15:57568248-57569525	15	57568248	57569525	-	null					Not found	0	2.3146017
Chr15:57569967-57572212	15	57569967	57572212	-	null					Not found	0	2.5784874
Chr15:57753828-57805194	15	57753828	57805194	+	null					Not found	0	1.1108732
Chr15:57811651-57834161	15	57811651	57834161	+	null					Not found	0	1.1111159
Chr15:57891605-57895385	15	57891605	57895385	-	null					Not found	0	80.17061
Chr15:57941214-58068928	15	57941214	58068928	+	null					Not found	0	0.27454072
Chr15:58016330-58017917	15	58016330	58017917	-	null					Not found	0	8.959364
Chr15:58018196-58020024	15	58018196	58020024	-	null					Not found	0	3.02407
Chr15:58150814-58152338	15	58150814	58152338	+	null					Not found	0	3.73235
Chr15:58153303-58171042	15	58153303	58171042	+	null					Not found	0	0.8676002
Chr15:58171155-58201884	15	58171155	58201884	-	null					Not found	0	1.025944
Chr15:58554358-58658734	15	58554358	58658734	-	null					Not found	0	4.4111724
Chr15:58687789-58712050	15	58687789	58712050	+	null					Not found	0	1.073311
Chr15:59332609-59334650	15	59332609	59334650	-	null					Not found	0	1.2247902
Chr15:59548244-59883819	15	59548244	59883819	-	null					Not found	0	0.29922658
Chr15:59984253-60056571	15	59984253	60056571	+	null					Not found	0	0.59198105
Chr15:60722138-60766589	15	60722138	60766589	+	null					Not found	0	11.207369
Chr15:60791585-60960302	15	60791585	60960302	+	null					Not found	0	0.7231999
Chr15:60961010-60966936	15	60961010	60966936	+	null					Not found	0	0.33236456
Chr15:61069507-61119179	15	61069507	61119179	-	null					Not found	0	0.05073309
Chr15:61131321-61152450	15	61131321	61152450	-	null					Not found	0	0.114257865
Chr15:61254959-61282426	15	61254959	61282426	-	null					Not found	0	0.14559107
Chr15:61292190-61467401	15	61292190	61467401	-	null					Not found	0	0.14550808
Chr15:61551870-61564726	15	61551870	61564726	+	null					Not found	0	1.8504661
Chr15:61597116-61655536	15	61597116	61655536	+	null					Not found	0	0.3337901
Chr15:61662154-61689826	15	61662154	61689826	-	null					Not found	0	0.58577275
Chr15:61693917-61698215	15	61693917	61698215	-	null					Not found	0	6.9807262
Chr15:61746018-61772481	15	61746018	61772481	+	null					Not found	0	1.2043589
Chr15:61773967-61775810	15	61773967	61775810	-	null					Not found	0	0.3178475
Chr15:61776304-61778002	15	61776304	61778002	-	null					Not found	0	0.2814589
Chr15:61778169-61780013	15	61778169	61780013	-	null					Not found	0	0.25803944
Chr15:61781334-61782850	15	61781334	61782850	-	null					Not found	0	0.2998837
Chr15:61826710-61854464	15	61826710	61854464	-	null					Not found	0	0.12502664
Chr15:61856518-61860389	15	61856518	61860389	-	null					Not found	0	0.35793644
Chr15:61866334-61868075	15	61866334	61868075	-	null					Not found	0	1.5535396
Chr15:61873062-61914494	15	61873062	61914494	-	null					Not found	0	0.87505966
Chr15:61914698-61915703	15	61914698	61915703	-	null					Not found	0	1.4239366
Chr15:62196474-62201028	15	62196474	62201028	+	null					Not found	0	38.17906
Chr15:67553625-67647980	15	67553625	67647980	-	null					Not found	0	2.931046
Chr15:67575515-67580912	15	67575515	67580912	+	null					Not found	0	1.6036018
Chr15:67583176-67587176	15	67583176	67587176	+	null					Not found	0	2.3195302
Chr15:69928563-69933334	15	69928563	69933334	+	null					Not found	0	0.5923876
Chr15:69933436-69936505	15	69933436	69936505	+	null					Not found	0	0.14335898
Chr15:69936666-69937980	15	69936666	69937980	+	null					Not found	0	0.21883315
Chr15:69938179-69947784	15	69938179	69947784	+	null					Not found	0	0.090531394
Chr15:69947997-69951647	15	69947997	69951647	+	null					Not found	0	0.12865928
Chr15:69951844-69954761	15	69951844	69954761	+	null					Not found	0	0.1319733
Chr15:69955089-69961120	15	69955089	69961120	+	null					Not found	0	0.09190516
Chr15:69962569-69964460	15	69962569	69964460	+	null					Not found	0	0.16439785
Chr15:69964667-69965908	15	69964667	69965908	+	null					Not found	0	0.21806619
Chr15:69968200-69974962	15	69968200	69974962	+	null					Not found	0	0.099491894
Chr15:69975188-69976850	15	69975188	69976850	+	null					Not found	0	0.19212534
Chr15:69976995-69982218	15	69976995	69982218	+	null					Not found	0	0.10368997
Chr15:69982334-69984449	15	69982334	69984449	+	null					Not found	0	0.20299266
Chr15:69984690-70001477	15	69984690	70001477	+	null					Not found	0	0.10171255
Chr15:70001683-70003469	15	70001683	70003469	+	null					Not found	0	0.2072113
Chr15:70004225-70007749	15	70004225	70007749	+	null					Not found	0	0.18788199
Chr15:70008308-70009442	15	70008308	70009442	+	null					Not found	0	0.3374292
Chr15:70040006-70223093	15	70040006	70223093	+	null					Not found	0	0.03228988
Chr15:70226241-70237453	15	70226241	70237453	+	null					Not found	0	0.054723784
Chr15:70241402-70256627	15	70241402	70256627	+	null					Not found	0	0.08338067
Chr15:70260524-70349864	15	70260524	70349864	+	null					Not found	0	0.027970424
Chr15:70731703-70864838	15	70731703	70864838	-	null					Not found	0	0.39514634
Chr15:71772811-71778934	15	71772811	71778934	+	null					Not found	0	6.4610987
Chr15:76787134-76789289	15	76787134	76789289	+	null					Not found	0	15.915552
Chr15:77458534-77460941	15	77458534	77460941	+	null					Not found	0	0.82861954
Chr15:77461357-77466776	15	77461357	77466776	+	null					Not found	0	0.8092822
Chr15:77467239-77472228	15	77467239	77472228	+	null					Not found	0	1.0299755
Chr15:77472380-77474321	15	77472380	77474321	+	null					Not found	0	1.2638884
Chr15:77474455-77476468	15	77474455	77476468	+	null					Not found	0	0.96340704
Chr15:77476598-77477745	15	77476598	77477745	+	null					Not found	0	1.1538049
Chr15:77481507-77487197	15	77481507	77487197	+	null					Not found	0	1.010557
Chr15:77487522-77489789	15	77487522	77489789	+	null					Not found	0	0.456211
Chr15:77489943-77494399	15	77489943	77494399	+	null					Not found	0	0.9703719
Chr15:77494604-77496656	15	77494604	77496656	+	null					Not found	0	1.0553851
Chr15:77496769-77498323	15	77496769	77498323	+	null					Not found	0	0.9320949
Chr15:77498612-77500091	15	77498612	77500091	+	null					Not found	0	0.9564546
Chr15:77500345-77501437	15	77500345	77501437	+	null					Not found	0	1.0202119
Chr15:77501778-77503286	15	77501778	77503286	+	null					Not found	0	0.90862715
Chr15:77503511-77504746	15	77503511	77504746	+	null					Not found	0	1.0819285
Chr15:77506834-77513262	15	77506834	77513262	+	null					Not found	0	0.9126545
Chr15:77514521-77518563	15	77514521	77518563	+	null					Not found	0	0.88394624
Chr15:77518874-77519878	15	77518874	77519878	+	null					Not found	0	0.98743093
Chr15:77521822-77522905	15	77521822	77522905	+	null					Not found	0	0.8588619
Chr15:77525016-77527609	15	77525016	77527609	+	null					Not found	0	0.86056256
Chr15:77539852-77542249	15	77539852	77542249	+	null					Not found	0	1.0994331
Chr15:77543746-77545078	15	77543746	77545078	+	null					Not found	0	1.2111399
Chr15:77551108-77552277	15	77551108	77552277	+	null					Not found	0	1.1917894
Chr15:77552590-77554072	15	77552590	77554072	+	null					Not found	0	1.1043322
Chr15:77556711-77558068	15	77556711	77558068	+	null					Not found	0	1.1171702
Chr15:77559481-77560718	15	77559481	77560718	+	null					Not found	0	1.1553831
Chr15:77562992-77564432	15	77562992	77564432	+	null					Not found	0	1.0454806
Chr15:77571964-77574651	15	77571964	77574651	+	null					Not found	0	1.0941718
Chr15:77578745-77580435	15	77578745	77580435	+	null					Not found	0	1.2487828
Chr15:77582605-77583634	15	77582605	77583634	+	null					Not found	0	1.0969933
Chr15:77587352-77588450	15	77587352	77588450	+	null					Not found	0	1.0704763
Chr15:77589058-77591115	15	77589058	77591115	+	null					Not found	0	1.0260892
Chr15:77592959-77594173	15	77592959	77594173	+	null					Not found	0	1.112819
Chr15:77598937-77600413	15	77598937	77600413	+	null					Not found	0	1.1145487
Chr15:77601480-77604086	15	77601480	77604086	+	null					Not found	0	1.0632373
Chr15:77614450-77615911	15	77614450	77615911	+	null					Not found	0	1.2345299
Chr15:77640269-77641300	15	77640269	77641300	+	null					Not found	0	1.1809806
Chr15:77641683-77642744	15	77641683	77642744	+	null					Not found	0	1.3050187
Chr15:77642877-77644047	15	77642877	77644047	+	null					Not found	0	1.3190641
Chr15:77651345-77653598	15	77651345	77653598	+	null					Not found	0	1.144326
Chr15:77653699-77656564	15	77653699	77656564	+	null					Not found	0	1.1258839
Chr15:77657260-77658502	15	77657260	77658502	+	null					Not found	0	1.0826447
Chr15:77662188-77663744	15	77662188	77663744	+	null					Not found	0	1.0640771
Chr15:77666730-77668556	15	77666730	77668556	+	null					Not found	0	1.1720386
Chr15:77674624-77676734	15	77674624	77676734	+	null					Not found	0	1.2839876
Chr15:77680901-77681997	15	77680901	77681997	+	null					Not found	0	1.2248052
Chr15:77683789-77685227	15	77683789	77685227	+	null					Not found	0	1.2233831
Chr15:77695098-77696148	15	77695098	77696148	+	null					Not found	0	1.2723726
Chr15:77706155-77707449	15	77706155	77707449	+	null					Not found	0	1.2025634
Chr15:77708910-77710637	15	77708910	77710637	+	null					Not found	0	1.1718396
Chr15:77710761-77738607	15	77710761	77738607	+	null					Not found	0	9.762563
Chr15:80274810-80275847	15	80274810	80275847	+	null					Not found	0	0.21811542
Chr15:80294165-80343283	15	80294165	80343283	+	null					Not found	0	0.011889389
Chr15:80407830-80543290	15	80407830	80543290	+	null					Not found	0	0.015604547
Chr15:82096455-82331658	15	82096455	82331658	+	null					Not found	0	0.15260118
Chr15:83429150-83442041	15	83429150	83442041	+	null					Not found	0	2.2283504
Chr15:83442411-83451235	15	83442411	83451235	-	null					Not found	0	0.61619526
Chr15:83451430-83463692	15	83451430	83463692	-	null					Not found	0	0.51504785
Chr15:83463101-83466073	15	83463101	83466073	+	null					Not found	0	3.0817182
Chr15:83466320-83494052	15	83466320	83494052	+	null					Not found	0	1.2444679
Chr15:83494312-83663029	15	83494312	83663029	-	null					Not found	0	0.14165267
Chr15:83707832-83710532	15	83707832	83710532	-	null					Not found	0	0.6415925
Chr15:83710715-83721191	15	83710715	83721191	-	null					Not found	0	0.38634738
Chr15:83721303-83722911	15	83721303	83722911	-	null					Not found	0	2.4604678
Chr15:84316988-84560499	15	84316988	84560499	+	null					Not found	0	0.59912
Chr15:84675992-84748260	15	84675992	84748260	+	null					Not found	0	0.37716484
Chr15:85928296-85929471	15	85928296	85929471	+	null					Not found	0	1.3026603
Chr15:85929817-85943247	15	85929817	85943247	+	null					Not found	0	0.15943076
Chr15:85962666-85963713	15	85962666	85963713	+	null					Not found	0	0.4260113
Chr15:85964105-85972990	15	85964105	85972990	+	null					Not found	0	0.06500643
Chr15:85981525-85988758	15	85981525	85988758	+	null					Not found	0	0.064934336
Chr15:86135932-86142586	15	86135932	86142586	+	null					Not found	0	2.8030024
Chr15:86361234-86458490	15	86361234	86458490	-	null					Not found	0	0.56619996
Chr15:87384640-87390578	15	87384640	87390578	+	null					Not found	0	48.916702
Chr15:87405681-87431202	15	87405681	87431202	+	null					Not found	0	0.76729375
Chr15:87454202-87471481	15	87454202	87471481	+	null					Not found	0	0.096734926
Chr15:87494609-87540641	15	87494609	87540641	+	null					Not found	0	0.45321846
Chr15:87847061-87906584	15	87847061	87906584	-	null					Not found	0	1.384038
Chr15:88004775-88036444	15	88004775	88036444	+	null					Not found	0	4.3633323
Chr15:88632080-88670276	15	88632080	88670276	+	null					Not found	0	0.51678014
Chr15:89260298-89339401	15	89260298	89339401	+	null					Not found	0	1.938794
Chr15:89407603-89459805	15	89407603	89459805	-	null					Not found	0	1.5043676
Chr15:90171571-90177862	15	90171571	90177862	+	null					Not found	0	15.692875
Chr15:93252040-93253955	15	93252040	93253955	+	null					Not found	0	0.9607794
Chr15:93263428-93264438	15	93263428	93264438	+	null					Not found	0	1.0652869
Chr15:93266810-93267846	15	93266810	93267846	+	null					Not found	0	1.0569415
Chr15:93269222-93272461	15	93269222	93272461	+	null					Not found	0	1.0533903
Chr15:93273496-93275188	15	93273496	93275188	+	null					Not found	0	1.0860823
Chr15:93278338-93280009	15	93278338	93280009	+	null					Not found	0	1.2515839
Chr15:93281987-93285046	15	93281987	93285046	+	null					Not found	0	1.0538129
Chr15:93286062-93288069	15	93286062	93288069	+	null					Not found	0	1.210755
Chr15:93288228-93291148	15	93288228	93291148	+	null					Not found	0	1.464703
Chr15:93291331-93297434	15	93291331	93297434	+	null					Not found	0	1.417433
Chr15:93297680-93298726	15	93297680	93298726	+	null					Not found	0	1.7097147
Chr15:93298881-93300521	15	93298881	93300521	+	null					Not found	0	1.6465778
Chr15:93300669-93303248	15	93300669	93303248	+	null					Not found	0	2.211878
Chr15:93303398-93307507	15	93303398	93307507	+	null					Not found	0	23.222647
Chr15:93634890-93639171	15	93634890	93639171	-	null					Not found	0	0.22187053
Chr15:93642749-93643850	15	93642749	93643850	-	null					Not found	0	2.2656894
Chr15:93647506-93667407	15	93647506	93667407	+	null					Not found	0	1.8935081
Chr15:93676531-93749999	15	93676531	93749999	+	null					Not found	0	3.2319608
Chr15:93786387-93825329	15	93786387	93825329	+	null					Not found	0	1.4990711
Chr15:96543845-96545308	15	96543845	96545308	+	null					Not found	0	0.8527287
Chr15:96545625-96818197	15	96545625	96818197	+	null					Not found	0	0.3451719
Chr15:96817827-96827027	15	96817827	96827027	-	null					Not found	0	8.876714
Chr15:96828572-96833434	15	96828572	96833434	-	null					Not found	0	3.0753336
Chr15:96834631-96836155	15	96834631	96836155	-	null					Not found	0	1.9299997
Chr15:96836256-96839091	15	96836256	96839091	-	null					Not found	0	1.6727434
Chr15:100282857-100313663	15	100282857	100313663	-	null					Not found	0	0.08145828
Chr15:100560930-100595403	15	100560930	100595403	-	null					Not found	0	0.11422329
Chr15:103058534-103174617	15	103058534	103174617	-	null					Not found	0	0.24266298
Chr15:103319309-103340210	15	103319309	103340210	+	null					Not found	0	1.0019811
Chr15:103344470-103369623	15	103344470	103369623	-	null					Not found	0	1.2769228
Chr15:103438677-103440366	15	103438677	103440366	+	null					Not found	0	6.1574626
Chr15:103440745-103443248	15	103440745	103443248	+	null					Not found	0	1.8201674
Chr15:103695507-103927681	15	103695507	103927681	+	null					Not found	0	0.17506094
Chr15:104101971-104114898	15	104101971	104114898	-	null					Not found	0	0.5232524
Chr15:104111412-104113999	15	104111412	104113999	+	null					Not found	0	1.9687572
Chr15:104114243-104170966	15	104114243	104170966	+	null					Not found	0	2.9554815
Chr15:104186820-104229686	15	104186820	104229686	-	null					Not found	0	1.23978
Chr15:104235732-104349745	15	104235732	104349745	+	null					Not found	0	0.21555643
Chr15:104383350-104404800	15	104383350	104404800	+	null					Not found	0	0.50286597
Chr15:104447919-104449324	15	104447919	104449324	-	null					Not found	0	8.635255
Chr15:105253486-105260287	15	105253486	105260287	-	null					Not found	0	15.4600525
Chr15:105640146-105797931	15	105640146	105797931	-	null					Not found	0	1.0772052
Chr15:105851277-105879492	15	105851277	105879492	-	null					Not found	0	4.2172236
Chr15:106257589-106293358	15	106257589	106293358	-	null					Not found	0	6.05916
Chr15:106376102-106434368	15	106376102	106434368	-	null					Not found	0	0.27929303
Chr15:106553216-106625833	15	106553216	106625833	-	null					Not found	0	4.3372087
Chr15:106626289-106722114	15	106626289	106722114	+	null					Not found	0	0.6964534
Chr15:107945739-108155568	15	107945739	108155568	+	null					Not found	0	0.7781512
Chr15:108284597-108287341	15	108284597	108287341	+	null					Not found	0	1.6780931
Chr15:108286525-108433508	15	108286525	108433508	-	null					Not found	0	0.29811856
Chr15:108526025-108579472	15	108526025	108579472	-	null					Not found	0	2.1513155
Chr15:108806748-108813414	15	108806748	108813414	-	null					Not found	0	0.15519522
Chr15:108814769-108819584	15	108814769	108819584	-	null					Not found	0	0.10149051
Chr15:108892321-108897004	15	108892321	108897004	+	null					Not found	0	0.2818822
Chr15:108908424-108911871	15	108908424	108911871	-	null					Not found	0	0.939524
Chr15:108960628-109092817	15	108960628	109092817	-	null					Not found	0	0.100361906
Chr15:109094481-109306867	15	109094481	109306867	-	null					Not found	0	0.11977019
Chr15:109308250-109331412	15	109308250	109331412	+	null					Not found	0	0.18854491
Chr15:109338763-109394892	15	109338763	109394892	+	null					Not found	0	0.5011417
Chr15:109734093-110075838	15	109734093	110075838	+	null					Not found	0	0.17884792
Chr15:110114081-110115357	15	110114081	110115357	-	null					Not found	0	1.0720458
Chr15:110234743-110381381	15	110234743	110381381	-	null					Not found	0	0.35252646
Chr15:110373478-110388715	15	110373478	110388715	+	null					Not found	0	4.958909
Chr15:110546604-110550353	15	110546604	110550353	+	null					Not found	0	0.2742237
Chr15:111072578-111074460	15	111072578	111074460	+	null					Not found	0	1.0809976
Chr15:111075696-111076920	15	111075696	111076920	+	null					Not found	0	7.145776
