seqnames	start	end	strand	gene_name
13	96225912	96238572	-	Hnrnpu
13	96303703	96414404	+	Efcab2
13	96775357	97173469	-	Kif26b
13	97278258	97282299	-	NEWGENE_1310011
13	97613991	97628059	-	LOC108348143
13	97702097	97724153	+	Sccpdh
13	97820493	97838228	-	Tfb2m
13	97838361	97913082	+	Cnst
13	97941757	97963824	+	LOC103689999
13	97969335	98023829	-	Kif28p
13	98023430	98078946	-	Ahctf1
13	98231326	98447762	+	Cdc42bpa
13	98451637	98480419	-	Coq8a
13	98513570	98530724	-	Psen2
13	98615287	98708149	+	Itpkb
13	98724295	98772968	-	Stum
13	98857177	98889716	+	Parp1
13	98924962	98967735	+	Lin9
13	98973041	98975426	-	Mixl1
13	99004942	99035519	+	Acbd3
13	99091763	99101208	-	H3f3b
13	99136871	99153181	+	Sde2
13	99173484	99178037	+	Lefty2
13	99184564	99188431	+	Pycr2
13	99214389	99217786	+	Lefty1
13	99220510	99253316	+	Tmem63a
13	99271366	99300579	-	Ephx1
13	99369126	99374033	+	LOC498300
13	99410026	99468778	-	Nvl
13	99473044	99489263	+	Cnih4
13	99493120	99531959	-	Wdr26
13	99663150	99770625	+	Cnih3
13	99820015	99820986	-	Ccdc121
13	100129761	100162461	+	Eif3el1
13	100189236	100189778	-	LOC100912759
13	100214353	100214895	+	LOC686031
13	100300054	100414226	-	Enah
13	100551307	100559447	+	Srp9
13	100666075	100672731	-	Degs1
13	100715260	100740728	-	Fbxo28
13	100817359	100873890	+	Tp53bp2
13	100878650	100928811	-	Capn2
13	100980574	101043110	+	Capn8
13	101161303	101163393	-	Ccdc185
13	101181994	101307908	+	Susd4
13	101381510	101385764	+	Tlr5
13	101451932	101597570	-	Disp1
13	101677902	101697684	-	Brox
13	101698096	101724923	+	Aida
13	101790865	101806900	+	Taf1a
13	101814574	101834584	+	Hhipl2
13	102637769	102643223	-	Hlx
13	102698546	102721218	-	Marc1
13	102724348	102756174	-	Marc2
13	102808253	102942863	-	Mark1
13	103157806	103228423	+	Rab3gap2
13	103192581	103192639	+	Mir664-2
13	103231387	103264906	-	Iars2
13	103250576	103250658	+	Mir194-1
13	103250850	103250950	+	Mir215
13	103268068	103292854	+	Bpnt1
13	103300932	103371577	+	Eprs
13	103396314	103410363	+	Slc30a10
13	104049386	104080631	-	Lyplal1
13	104140278	104145136	+	LOC108352591
13	104283364	104284068	-	LOC100912365
13	104284660	104321455	+	Dusp10
13	105039853	105141030	-	Tgfb2
13	105155441	105179095	-	Rrp15
13	105408179	105411348	+	Ddx3y
13	105489074	105684374	-	Spata17
13	105684420	105815606	+	Gpatch2
13	106463368	106683436	+	Esrrg
13	106751625	107427329	+	Ush2a
13	107433588	107471843	-	Kctd3
13	107690087	107886476	-	Kcnk2
13	108132499	108178609	-	Cenpf
13	108382399	108443294	+	Prox1
13	108444220	108460362	-	LOC498308
13	108642156	108686290	+	Smyd2
13	108696336	108841511	-	Ptpn14
13	109338762	109483891	-	Rps6kc1
13	109505697	109520419	+	Angel2
13	109521190	109552589	-	Vash2
13	109578074	109629482	-	Flvcr1
13	109646455	109652229	+	LOC498316
13	109669680	109696918	+	Nsl1
13	109713489	109724863	+	Batf3
13	109768019	109770199	-	Fam71a
13	109817728	109849632	-	Atf3
13	109990294	109997092	-	Nenf
13	110007010	110031895	+	Tmem206
13	110033550	110077946	-	Ppp2r5a
13	110220283	110257367	-	Dtl
13	110257571	110310413	+	Ints7
13	110398800	110467834	+	Lpgat1
13	110511668	110522769	+	Nek2l1
13	110633786	110642754	-	LOC100362350
13	110677810	110681683	+	Slc30a1
13	110743098	110748365	+	Rd3
13	110758761	110784209	-	Traf5
13	110822150	110864469	-	Rcor3
13	110920737	111232269	+	Kcnh1
13	111236466	111474411	-	Hhat
13	111574609	111581019	-	Sertad4
13	111635639	111765944	-	Syt14
13	111828043	111849653	-	Utp25
13	111870121	111889328	+	Irf6
13	111890894	111893306	+	LOC100125367
13	111892760	111917587	-	Traf3ip3
13	111926442	111972603	-	Hsd11b1
13	112004140	112005052	-	G0s2
13	112031594	112073186	+	Lamb3
13	112075690	112099336	-	Camk1g
13	112233283	112233390	-	Mir205
13	113373578	113571648	+	Plxna2
13	113691932	113711647	+	Cd34
13	113782057	113782140	+	Mir29b2
13	113782577	113782683	-	Mir3556b
13	113787349	113817995	-	Cd46
13	113824892	113872097	-	Cr1l
13	113890272	113927877	-	Cr2
10	21	5228	-	LOC102550577
10	12180	24144	-	LOC103690118
10	27845	27921	-	Mir484
10	28243	72912	+	LOC103689943
10	549883	672196	-	Abcc1
10	730247	751061	+	Fopnl
10	764421	859184	+	Myh11
10	860521	896938	-	Nde1
10	908408	908484	-	rno-mir-484
10	908806	953474	+	Marf1
10	1308414	1461269	-	Parn
10	1406486	1406764	+	LOC679822
10	1464765	1497653	+	Bfar
10	1509732	1520970	-	Pla2g10
10	1563390	1567731	+	LOC688442
10	3170742	3214655	+	Rrn3
10	3218466	3235229	+	Ntan1
10	3232794	3321412	-	Pdxdc1
10	3321476	3357470	+	Mpv17l
10	3655038	3774884	+	Cpped1
10	3840622	4249739	-	Snx29
10	4251941	4257868	-	Tnfrsf17
10	4312863	4446200	+	LOC100911685
10	4356915	4390030	+	Rsl1d1
10	4447275	4458623	+	Rsl1d1l1
10	4487882	4499230	+	LOC108348298
10	4536180	4575646	+	Zc3h7a
10	4578469	4635953	+	Txndc11
10	4635898	4644570	-	Snn
10	4719713	4763510	+	Litaf
10	4905210	4910305	-	Rmi2
10	4945911	4946397	+	Prm1
10	4950484	4950920	+	Prm2
10	4951557	4952071	+	Prm3
10	4953879	4954624	+	Tnp2
10	4957326	4958461	+	Socs1
10	5009826	5196892	-	Clec16a
10	5199226	5211913	+	Dexi
10	5213350	5260608	-	Ciita
10	5300384	5334262	+	Tvp23a
10	5333378	5344121	-	Nubp1
10	5352933	5389737	+	Tekt5
10	5433248	5467839	+	Emp2
10	5476966	5511955	-	Atf7ip2
10	5529589	5533695	-	Rpl39l
10	5930298	6119990	+	Grin2a
10	6975244	7018930	+	Usp7
10	7041510	7055101	+	Carhsp1
10	7056266	7077443	-	Pmm2
10	7077488	7080798	+	Tmem186
10	7093405	7200499	-	Abat
10	7223362	7240812	-	Mettl22
10	7279920	7295452	+	Tmem114
10	8312961	8654892	-	Rbfox1
10	10457320	10460756	+	Rbm25l1
10	10530365	10540428	+	Eef2kmt
10	10539930	10550138	-	Alg1
10	10573191	10581516	+	Nagpa
10	10591251	10629735	-	Sec14l5
10	10644572	10690223	+	Ppl
10	10690224	10725655	-	Ubn1
10	10725819	10761279	+	Glyr1
10	10761477	10766095	+	Rogdi
10	10766208	10767389	-	Smim22
10	10774639	10784277	+	Sept12
10	10794445	10808585	-	LOC360479
10	10808823	10831535	+	Anks3
10	10829867	10831782	-	Nudt16l1
10	10833519	10881977	-	Mgrn1
10	10855034	10855134	-	Mir3568
10	10889488	10893467	+	Ubald1
10	10967658	10989936	+	Cdip1
10	10990034	11035484	-	Hmox2
10	11046024	11055158	+	Nmral1
10	11060313	11085210	-	Dnaja3
10	11090314	11143881	+	Coro7
10	11121041	11131548	-	Vasn
10	11146359	11153936	+	Pam16
10	11154658	11174861	-	Glis2
10	11206226	11223370	+	Tfap4
10	11240138	11284332	+	Srl
10	11338306	11343070	+	LOC100910875
10	11358253	11362764	+	LOC100910915
10	11373346	11386059	+	LOC108348151
10	11392625	11512600	+	Adcy9
10	11595044	11721039	+	Crebbp
10	11724032	11757681	+	Trap1
10	11757682	11760620	-	Dnase1
10	11786121	11807928	+	Slx4
10	11810926	11842482	+	Nlrc3
10	11847102	11878792	-	Cluap1
10	11881739	11901785	-	Naa60
10	11912543	11917898	+	Zfp597
10	11928139	11935382	-	Zfp174
10	11941947	11942885	-	Olr1356
10	12024361	12030416	-	Zfp263
10	12046541	12056311	+	Mefv
10	12100133	12101074	+	Olr1358
10	12213881	12214822	-	Olr1365
10	12235166	12236107	-	Olr1381
10	12311730	12312692	-	Olr1355
10	12332142	12333083	+	Olr1361
10	12369715	12370656	-	Olr1362
10	12385260	12386222	-	Olr1364
10	12433177	12434118	-	Olr1365
10	12490127	12491068	-	Olr1368
10	12508445	12509386	-	Olr1369
10	12521289	12522230	-	Olr1370
10	12570387	12571316	-	Olr1372
10	12602388	12603329	+	Olr1373
10	12628173	12629114	-	Olr1374
10	12643351	12644292	-	Olr1375
10	12673136	12674077	-	Olr1376
10	12730959	12731897	-	Olr1378
10	12776304	12777245	-	Olr1380
10	12817196	12818137	-	Olr1382
10	12885533	12892446	-	Zfp213
10	12908643	12916784	-	Zfp13
10	12929471	12939435	+	Zscan10
10	12980674	12992780	+	Bicdl2
10	12989135	12994495	-	Thoc6
10	12995904	12997930	-	Tnfrsf12a
10	13000090	13002862	+	Cldn6
10	13003011	13004441	-	Cldn9
10	13061170	13073283	+	Pkmyt1
10	13070146	13075864	-	Paqr4
10	13076679	13081136	-	Kremen2
10	13087914	13107771	-	Flywch1
10	13112212	13115294	-	NEWGENE_6497122
10	13145099	13162343	+	Srrm2
10	13161510	13161588	+	Mir5125
10	13163036	13168217	-	Elob
10	13173529	13175863	-	Prss33
10	13179781	13187461	-	Prss41
10	13196946	13202392	+	Prss32
10	13214130	13219894	+	Prss21
10	13230158	13230575	+	Csap1
10	13289508	13309332	+	Sbp
10	13311789	13324536	-	Zg16b
10	13348307	13352371	-	Prss30
10	13370098	13374808	-	Prss22
10	13410899	13418260	+	Prss27
10	13420154	13446135	-	Kctd5
10	13451624	13515448	-	Pdpk1
10	13528413	13536899	-	Amdhd2
10	13537033	13542077	-	Atp6v0c
10	13551100	13558384	-	Tbc1d24
10	13577725	13580821	-	Ntn3
10	13586648	13591953	-	Tedc2
10	13594687	13619935	-	Ccnf
10	13630097	13716931	-	Abca17
10	13723405	13779963	+	Abca3
10	13786459	13796717	+	Rnps1
10	13797562	13810913	+	Eci1
10	13812707	13814304	-	Dnase1l2
10	13815293	13826945	-	E4f1
10	13836128	13838765	+	Pgp
10	13839250	13845001	-	Mlst8
10	13839956	13841018	+	Bricd5
10	13854339	13874254	+	Caskin1
10	13874456	13892997	-	Traf7
10	13893290	13898855	-	Rab26
10	13915214	13962008	+	Pkd1
10	13960513	13960606	+	Gm24589
10	13961947	13996584	-	Tsc2
10	13996645	14002910	+	Nthl1
10	14003320	14013870	-	Slc9a3r2
10	14021187	14022452	-	Npw
10	14035149	14047096	+	Zfp598
10	14051415	14056169	-	Syngr3
10	14059347	14061703	-	Gfer
10	14062331	14066918	+	Noxo1
10	14066948	14072230	-	Tbl3
10	14083538	14085855	-	Rnf151
10	14088319	14089979	+	Rps2
10	14090128	14092289	-	Ndufb10
10	14094754	14105308	+	Rpl3l
10	14105750	14111463	+	Msrb1
10	14122878	14128983	+	Hs3st6
10	14174732	14206025	+	Meiob
10	14214519	14215957	-	Fahd1
10	14216155	14230515	+	Hagh
10	14240219	14243597	+	Igfals
10	14244203	14247886	-	Nubp2
10	14248399	14253815	+	Spsb3
10	14254252	14256930	-	Eme2
10	14257001	14258132	+	Mrps34
10	14258380	14259336	+	Nme3
10	14260787	14299167	-	Mapk8ip3
10	14304104	14324211	-	Jpt2
10	14326802	14373334	-	Cramp1
10	14373679	14461160	+	Ift140
10	14417609	14443010	-	Tmem204
10	14461839	14476785	-	Telo2
10	14481393	14485916	+	Ptx4
10	14492844	14516894	+	Clcn7
10	14519164	14528277	+	Ccdc154
10	14532859	14533338	-	LOC685273
10	14547172	14590762	+	Unkl
10	14593056	14597969	-	Gnptg
10	14598014	14600576	+	Tsr3
10	14599197	14613878	-	Baiap3
10	14603134	14603243	-	Mir3547
10	14620531	14630151	-	Ube2i
10	14656812	14658569	+	Prss34
10	14668316	14670595	+	LOC685321
10	14678278	14681888	+	Prss29
10	14701253	14703668	-	Tpsab1
10	14722756	14724600	+	Tpsb2
10	14727180	14731086	+	Tpsg1
10	14730941	14788617	-	Cacna1h
10	14828597	14833827	+	Tekt4
10	14847749	14853827	-	Sstr5
10	14932348	14937336	-	Sox8
10	14945265	15031942	+	Lmf1
10	15088935	15090839	+	Gng13
10	15090316	15098791	-	Chtf18
10	15099009	15102960	+	Rpusd1
10	15108072	15119183	+	Mslnl
10	15119663	15125408	-	Msln
10	15143713	15153396	+	Ciao3
10	15152709	15155412	-	Haghl
10	15156207	15159894	+	Ccdc78
10	15159803	15161938	-	Fam173a
10	15164439	15166457	-	Metrn
10	15183803	15186978	+	Fbxl16
10	15191078	15195860	+	Wdr24
10	15195969	15198868	+	Jmjd8
10	15197803	15200117	-	Stub1
10	15201503	15204143	-	Rhbdl1
10	15205534	15211325	-	Rhot2
10	15211960	15228235	-	Wdr90
10	15230801	15235740	-	Mcrip2
10	15241590	15252413	+	Mettl26
10	15243429	15245757	-	Wfikkn1
10	15247914	15282951	-	Rab40c
10	15289536	15305549	-	Pigq
10	15306108	15306515	-	Nhlrc4
10	15308828	15311189	-	Prr35
10	15319774	15346374	-	Capn15
10	15349888	15381691	-	Rab11fip3
10	15431638	15465413	-	Nme4
10	15484795	15495377	+	Tmem8a
10	15495684	15498295	+	Mrpl28
10	15538872	15568638	+	Luc7l
10	15577249	15577977	-	Hba-a3
10	15589364	15590220	-	Hba-a2
10	15600220	15600858	-	Hbq1a
10	15602794	15603649	-	Hba-a1
10	15609358	15610826	-	Hbz
10	15620871	15661331	+	Nprl3
10	15661608	15668022	-	Mpg
10	15672382	15685284	+	Rhbdf1
10	15686008	15689325	-	Snrnp25
10	15696824	15710423	+	Il9r
10	15867887	15928169	-	Nsg2
10	15987921	16046033	-	Cpeb4
10	16259728	16266061	+	Bod1
10	16515034	16522858	+	LOC102551820
10	16542882	16553295	+	Stc2
10	16635989	16638764	+	Nkx2-5
10	16677077	16689321	-	Bnip1
10	16694792	16752205	-	Crebrf
10	16769666	16792909	-	Atp6v0e1
10	16821880	16910641	-	Ergic1
10	16970626	16973418	+	Dusp1
10	17048251	17075139	-	Neurl1b
10	17209212	17291876	+	Sh3pxd2b
10	17327275	17392185	+	Ubtd2
10	17407979	17415251	-	Efcab9
10	17421075	17519706	+	Stk10
10	17542374	17640718	+	Fbxw11
10	17717599	17721233	-	Smim23
10	18047109	18063391	-	Fgf18
10	18080950	18090950	-	Npm1
10	18129408	18131562	-	Tlx3
10	18139766	18443964	-	Ranbp17
10	18485514	18506337	-	Gabrp
10	18558128	18942540	-	Kcnip1
10	18906010	18919639	+	Kcnmb1
10	18996523	19043286	+	Lcp2
10	19160582	19164505	-	Foxi1
10	19628258	19652898	-	Spdl1
10	20320878	20518518	+	Slit3
10	20428661	20428770	+	Mir218-2
10	20591432	20615258	+	Pank3
10	20606715	20606800	+	Mir103a1
10	20620957	20622600	-	Fbll1
10	20633632	20658100	-	Rars
10	20663541	20818128	-	Wwc1
10	20844899	21265026	-	Tenm2
10	23661013	24050209	+	Ebf1
10	25832072	25847994	-	Mat2b
10	25861490	25890639	-	Hmmr
10	25890943	25896432	+	Nudcd2
10	25903911	25910325	-	Ccng1
10	27092827	27179900	-	Gabrg2
10	27310725	27366665	-	Gabra1
10	27847439	27862868	-	Gabra6
10	27973681	28187565	+	Gabrb2
10	28449335	28864255	+	Atp10b
10	28962476	28962570	-	Mir146a
10	29020049	29026002	-	Pttg1
10	29029590	29044583	+	Slu7
10	29067102	29084035	+	C1qtnf2
10	29123273	29182568	+	Ccnjl
10	29191623	29196563	-	Fabp6
10	29289203	29334478	+	Pwwp2a
10	29342495	29367865	-	Ttc1
10	29392762	29450644	-	Adra1b
10	30038709	30048085	+	Il12b
10	30103613	30118873	-	Ublcp1
10	30169257	30207498	+	Rnf145
10	30833914	31007820	+	Clint1
10	31028697	31041626	-	Lsm11
10	31043688	31052102	-	Thg1l
10	31074251	31102169	+	Sox30
10	31146107	31240582	+	Adam19
10	31241394	31258105	-	Nipal4
10	31261686	31261742	+	Mir7239
10	31278746	31419235	-	Cyfip2
10	31324512	31325192	+	Fndc9
10	31431809	31493419	-	Itk
10	31508512	31511788	+	Fam71b
10	31532250	31536405	+	Med7
10	31561895	31588943	+	Havcr2
10	31603613	31620443	+	LOC100359777
10	31647898	31661344	+	LOC689968
10	31693219	31712924	-	Dppa1
10	31755510	31790263	-	Timd2
10	31813814	31848379	+	Havcr1
10	32062946	32471454	-	Sgcd
10	34149717	34155198	+	Rack1
10	34155515	34166599	-	Trim41
10	34185898	34199279	+	Trim7
10	34213936	34221928	-	Irgm
10	34277993	34285623	+	Ifi47
10	34300250	34301197	-	Olr1383
10	34332364	34333305	-	Olr1384
10	34360265	34361212	-	Olr1385
10	34383396	34384343	+	Olr1386
10	34402482	34403435	+	Tpcr12
10	34414854	34415792	+	LOC684471
10	34425069	34439470	-	Btnl9
10	34489940	34493088	+	Zfp62
10	34519790	34537210	+	Mgat1
10	34553284	34554219	+	Olr1387
10	34564009	34564944	+	Olr1388
10	34578356	34579291	+	Olr1389
10	34631398	34632327	+	Olr1391
10	34645375	34646310	+	Olr1392
10	34662186	34663121	+	Olr1393
10	34672726	34673655	+	Olr1394
10	34692870	34693799	+	Olr1395
10	34712870	34713805	+	Olr1396
10	34726937	34727869	+	Olr1397
10	34744059	34744994	+	Olr1398
10	34756094	34772570	+	Olr1399
10	34804878	34805813	+	Olr1401
10	34903343	34933539	+	Col23a1
10	34938667	34960840	+	LOC103690164
10	34955716	34961608	-	LOC103689931
10	34975708	34979082	+	Nhp2
10	34979923	34990943	-	Rmnd5b
10	34997008	35005287	-	LOC103689949
10	35036176	35040423	-	Trappc2b
10	35044234	35054225	-	LOC103689920
10	35078726	35121599	+	Flt4
10	35133252	35135466	+	Scgb3a1
10	35146337	35187416	-	Cnot6
10	35279236	35325508	+	Gfpt2
10	35333859	35374355	+	Mapk9
10	35349756	35349851	+	Mir336
10	35392762	35459267	+	Rasgef1c
10	35558983	35559080	+	rno-mir-340-1
10	35571755	35571852	+	rno-mir-340-1
10	35637133	35677329	+	Tbc1d9b
10	35680658	35704776	+	Mrnip
10	35704730	35716294	-	Sqstm1
10	35726544	35736338	+	Mgat4b
10	35737664	35739625	-	Ltc4s
10	35765719	35800120	-	Maml1
10	35800942	35833861	-	Canx
10	35857797	35860987	+	Cby3
10	35870232	35879910	+	Hnrnph1
10	35882805	35927268	-	Rufy1
10	36098051	36304409	+	Adamts2
10	36307670	36323055	-	Zfp354c
10	36326633	36336628	-	Zfp879
10	36345939	36360665	+	Grm6
10	36388137	36402619	-	Zfp2
10	36411963	36419926	-	Znf354b
10	36449920	36452378	-	Prop1
10	36466229	36467176	+	Olr1404
10	36477692	36479056	+	Olr1405
10	36485605	36486516	+	Olr1406
10	36499361	36500284	+	Olr1407
10	36517169	36518110	+	Olr1408
10	36530719	36531660	+	Olr1409
10	36554416	36568132	+	Olr1411
10	36589181	36600469	+	Zfp354a
10	36709018	36716601	-	LOC497899
10	36715565	36733133	+	Clk4
10	36741434	37028367	+	LOC103693323
10	37032043	37051519	+	Phykpl
10	37049677	37055282	-	Hnrnpab
10	37069344	37072733	+	LOC103690013
10	37073345	37084637	-	LOC103689927
10	37089940	37099004	-	N4bp3
10	37130499	37130921	-	Trappc2b
10	37139806	37215899	-	Sec24a
10	37215937	37245658	+	Sar1b
10	37270183	37311625	-	Jade2
10	37422647	37432081	+	Cdkn2aipnl
10	37441284	37455022	-	Ube2b
10	37458452	37493491	+	Cdkl3
10	37535871	37554664	-	LOC103694903
10	37594578	37609498	+	Skp1
10	37617279	37645802	-	Tcf7
10	37724915	37752826	+	Vdac1
10	38024477	38024937	-	LOC100362027
10	38104558	38532196	+	Fstl4
10	38601624	38642397	-	Hspa4
10	38692211	38773021	+	Aff4
10	38771126	38774449	-	Leap2
10	38779132	38782419	-	Uqcrq
10	38788992	38792940	+	Gdf9
10	38814799	38824673	+	Shroom1
10	38836614	38838272	-	Sowaha
10	38877422	38906482	+	Sept8
10	38918748	38952785	+	Kif3a
10	38963979	38969531	-	Il4
10	38982909	38985466	-	Il13
10	39001498	39054142	-	Rad50
10	39066716	39069587	+	Il5
10	39109522	39116531	+	Irf1
10	39201107	39323853	-	Slc22a5
10	39390581	39405311	-	Pdlim4
10	39435227	39464188	+	P4ha2
10	39602089	39604070	-	Csf2
10	39620563	39622973	-	Il3
10	39655455	39719312	+	Acsl6
10	39726507	39751398	+	Meikin
10	39875371	40039929	+	Rapgef6
10	40054400	40122915	-	Cdc42se2
10	40183078	40201992	-	Lyrm7
10	40208223	40211975	+	Hint1
10	40247436	40255422	+	Gpx3
10	40255776	40296470	-	Tnip1
10	40320581	40375605	-	Anxa6
10	40380388	40381886	-	Ybx1-ps3
10	40392460	40419054	-	Ccdc69
10	40438356	40450930	+	Gm2a
10	40462701	40489808	-	Slc36a3
10	40496622	40525008	-	Slc36a2
10	40543288	40574444	+	Slc36a1
10	40584403	40657861	-	Fat2
10	40742400	40764185	-	Sparc
10	40790845	40805941	-	Atox1
10	40812858	40846252	+	G3bp1
10	40855559	40953651	-	Glra1
10	41392666	41408518	-	Nmur2
10	41489599	41491554	-	LOC102552619
10	41544643	41546346	-	LOC102552882
10	42310775	42313162	+	LOC102553349
10	42614713	42760200	+	Gria1
10	42933077	42945564	+	Mfap3
10	43067299	43210427	+	Galnt10
10	43224269	43231611	+	Sap30l
10	43250745	43253296	-	Hand1
10	43446526	43498066	+	Larp1
10	43538160	43551271	+	Cnot8
10	43554046	43599232	-	Gemin5
10	43601689	43612121	+	Mrpl22
10	43613931	43653390	+	Igtp
10	43744731	43752242	+	Zfp692
10	43752700	43760930	-	Zfp672
10	43768708	43783019	+	Sh3bp5l
10	43817947	43828811	+	Lypd8
10	43851950	43856911	+	LOC691277
10	43871613	43880055	+	LOC24906
10	43884466	43892604	-	LOC691286
10	43894429	43895376	-	Olr1413
10	43911947	43912900	-	Olr1414
10	43930087	43931094	-	Olr1415
10	43946565	43947494	-	Olr1416
10	43997604	43998533	-	Olr1417
10	44025634	44026578	-	Olr1418
10	44081351	44082313	-	Olr1421
10	44094831	44095775	-	Olr1422
10	44122016	44122978	-	Olr1423
10	44146097	44147035	-	Olr1424
10	44156383	44157330	-	Olr1425
10	44174086	44175030	-	LOC103690286
10	44228800	44229747	+	Olr1431
10	44238354	44243402	-	LOC691352
10	44255974	44256945	-	Olr1432
10	44271587	44282726	+	Trim58
10	44292927	44293954	+	Olr1433
10	44330897	44331817	+	LOC100911398
10	44347878	44348795	-	Olr1435
10	44375301	44376221	-	Olr1436
10	44407475	44408395	+	Olr1437
10	44458092	44459012	+	Olr1439
10	44470995	44471915	-	Olr1440
10	44506098	44507983	+	LOC501698
10	44527468	44528382	+	Olr1442
10	44547564	44548484	+	Olr1443
10	44568615	44569535	+	LOC100911586
10	44632188	44633106	+	Olr1448
10	44650570	44651490	+	Olr1449
10	44679832	44680749	+	Olr1450
10	44714212	44715201	+	Olr1452
10	44730354	44731346	+	Olr1456
10	44736545	44746549	-	Fam183a
10	44749538	44750464	-	Olr1457
10	44774280	44775206	+	Olr1458
10	44789217	44790143	+	Olr1459
10	44804631	44805557	+	Olr1460
10	44860879	44861799	+	Olr1434
10	44876706	44877626	-	LOC100910837
10	44933574	44934494	+	Olr1439
10	44958544	44959464	+	LOC103690280
10	44971447	44972367	-	LOC100910876
10	45014688	45015608	+	Olr1445
10	45061467	45071643	-	LOC100911674
10	45089464	45110787	+	Map2k3
10	45159342	45160268	+	Olr1461
10	45193989	45211044	+	LOC102555635
10	45220282	45243672	-	Zfp39
10	45258887	45263765	+	Btnl10
10	45273400	45279299	-	Rnf187
10	45289741	45290370	+	Hist3h2ba
10	45296638	45297385	-	Hist3h2bb
10	45297937	45314837	+	Trim17
10	45322248	45335030	+	Trim11
10	45338009	45481008	-	Obscn
10	45504504	45514878	-	Iba57
10	45526745	45534570	-	Gjc2
10	45535627	45543897	-	Guk1
10	45552795	45555943	+	Mrpl55
10	45563547	45579029	-	Arf1
10	45598912	45638035	-	Wnt3a
10	45659143	45681393	+	Wnt9a
10	45723914	45726524	-	Prss38
10	45757197	45798715	-	Snap47
10	45798797	45804541	+	Jmjd4
10	45810406	45812641	-	Zfp867
10	45833264	45851984	-	Zfp496
10	45893018	45918254	+	Nlrp3
10	45922873	45923829	-	Olr1462
10	45939178	45940137	-	Olr1463
10	45966926	45968307	+	Olfr225
10	46018659	46133571	+	Mprip
10	46142801	46145548	-	Pld6
10	46153188	46172309	-	Flcn
10	46182687	46206135	-	Cops3
10	46216884	46243077	+	Nt5m
10	46314375	46329373	+	Med9
10	46330368	46332172	-	Rasd1
10	46339821	46404642	-	Pemt
10	46511271	46571583	+	Rai1
10	46570996	46593009	-	Srebf1
10	46602231	46720910	-	Tom1l2
10	46722109	46762250	+	Drc3
10	46768539	46783889	-	Atpaf2
10	46783979	46810524	+	Gid4
10	46818525	46830739	+	Drg2
10	46840113	46896054	+	Myo15a
10	46906115	46930579	+	Alkbh5
10	46940965	46954674	+	Llgl1
10	46955487	46969406	-	Flii
10	46972038	46974806	+	Mief2
10	46981958	47018537	-	Top3a
10	47018974	47026465	+	Smcr8
10	47031050	47059216	-	Shmt1
10	47065850	47111101	+	Dhrs7b
10	47117135	47131842	-	Tmem11
10	47157481	47164596	-	Natd1
10	47182433	47203753	+	LOC108348082
10	47281786	47341411	+	Kcnj12
10	47412582	47420951	+	Tnfrsf13b
10	47429002	47453442	-	Usp22
10	47490153	47499876	+	Aldh3a1
10	47525493	47546345	-	Aldh3a2
10	47588497	47630799	-	Slc47a2
10	47632192	47666921	-	Slc47a1
10	47719014	47725172	-	Rnf112
10	47765432	47768483	+	Mfap4
10	47766680	47775055	-	Mapk7
10	47785033	47792590	+	B9d1
10	47795524	47857326	-	Epn2
10	47930633	47949773	+	Grap
10	47949665	47997796	-	Slc5a10
10	47961056	47983724	+	Fam83g
10	48008802	48044344	-	Prpsap2
10	48050803	48129377	-	Ulk2
10	48150902	48210074	-	Akap10
10	48240127	48542292	+	Specc1
10	48569555	48586365	+	Adora2b
10	48587119	48599208	-	Zswim7
10	48599321	48627374	+	Ttc19
10	48629121	48772890	-	Ncor1
10	48773828	48831855	+	Pigl
10	48846728	48860902	-	Cenpv
10	48881049	48881881	+	Ubb
10	48903540	48925030	+	Trpv2
10	48930416	48944304	-	Lrrc75a
10	49000973	49003931	+	LOC102553715
10	49002126	49009156	-	LOC100912585
10	49020454	49028069	+	LOC108348055
10	49135277	49149479	-	Zfp287
10	49185812	49196177	-	Zfp286a
10	49231730	49254621	+	Trim16
10	49259194	49296663	+	Fbxw10
10	49299125	49310400	+	Tvp23b
10	49368314	49400193	+	Cdrt4
10	49472460	49506465	+	Tekt3
10	49538588	49568583	+	Pmp22
10	50366952	50402616	-	Hs3st3b1
10	50439782	50574539	-	Cox10
10	50928309	51014562	+	Hs3st3a1
10	51478378	51501165	+	Elac2
10	51502894	51669297	-	Arhgap44
10	51683540	51778986	-	Myocd
10	52196124	52290657	-	Map2k4
10	52334240	52348692	+	Zfp18
10	52351192	52710862	-	Dnah9
10	52749846	53037816	-	Shisa6
10	53466870	53481770	+	Pirt
10	53570989	53579321	+	Tmem220
10	53583276	53595827	-	Adprm
10	53595854	53608435	+	Sco1
10	53621375	53645194	+	Myh3
10	53713938	53848347	+	Myh2
10	53818818	53918524	+	Myh8
10	54126486	54236476	+	Gas7
10	54246250	54253996	+	Rcvrn
10	54260290	54323439	-	Glp2r
10	54352270	54370653	+	Dhrs7c
10	54406980	54467956	-	Usp43
10	54470835	54512169	-	Cfap52
10	54512983	54753302	+	Stx8
10	54761871	54967585	-	Ntn1
10	55013703	55080421	+	Pik3r5
10	55085259	55135092	+	Pik3r6
10	55138633	55140726	+	Mfsd6l
10	55169282	55181416	+	Ccdc42
10	55275411	55406732	+	Myh10
10	55411901	55444861	-	Ndel1
10	55478298	55484845	+	Rnf222
